gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,compartment,contrast
B4GALT1,9.044779822965281e-17,-1.0946833796547952,0.177,0.205,2.0841886146058898e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PGM1,9.388727779764836e-17,0.2040657246911759,0.101,0.072,2.163444542291211e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FOSL2,9.589759474798399e-17,-0.94332764199785,0.198,0.228,2.209768275777795e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NACA2,9.643718511970159e-17,-0.9193799069090632,0.189,0.219,2.222202056713284e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
XIST,9.773294856639151e-17,0.2293048772002973,0.232,0.188,2.2520603338153597e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PARP8,1.1474108649638608e-16,-0.8126312461998411,0.152,0.184,2.6439788561362245e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CMTM6,1.3466928320110043e-16,-0.5496210689451835,0.4,0.413,3.1031842928029573e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FAM65B,1.4021490291273108e-16,-0.6504893198503094,0.161,0.195,3.2309720078180623e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CASP8AP2,1.4541392450980266e-16,0.27603833022737856,0.102,0.073,3.3507730624793827e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
KLF9,1.6660686605433349e-16,-0.22030246167543588,0.123,0.089,3.8391220144900066e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MLXIP,2.0302185546418538e-16,-0.10087193657863613,0.143,0.107,4.678232615461224e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATP5E,2.0733849107747724e-16,-0.11041425899243285,0.978,0.955,4.777700849898308e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLTP,2.125173158427773e-16,1.2030288481965705,0.1,0.073,4.8970365089651175e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PUM3,2.437209582566672e-16,0.11715607847751341,0.108,0.078,5.6160620411083825e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CPD,2.7639829479337527e-16,-0.20833887278057794,0.116,0.083,6.369045906923746e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
XCL2,2.825731778027802e-16,0.19070135337409155,0.262,0.215,6.511333736109464e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LYAR,2.8350567499321115e-16,-0.6820864969806902,0.178,0.211,6.532821268868565e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LILRA5,3.175707418644706e-16,-0.9359483669894324,0.084,0.113,7.317782604782996e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ARID5B,3.638032950467537e-16,-0.12321015176541672,0.166,0.126,8.383119327762345e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GBP5,3.8028911718248346e-16,-0.5177710855411336,0.119,0.153,8.763002127235967e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ALOX5,3.9376632474179716e-16,0.16425165466331526,0.126,0.095,9.073557421025232e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GCA,4.13996332835675e-16,-0.2205328748217812,0.278,0.224,9.539717497532459e-12,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FTSJ2,5.185175318297842e-16,0.176379847915475,0.101,0.072,1.1948199485953718e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MAFF,5.312098479639857e-16,-0.23171390891767907,0.197,0.152,1.2240668526634123e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBE2R2,6.306807229282296e-16,-0.10841236520304842,0.242,0.193,1.4532775898435194e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TXK,6.3383052470723e-16,-0.7421501093292167,0.093,0.123,1.4605356780828703e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ARHGDIB,7.037102745656874e-16,-0.1304004053357084,0.798,0.801,1.6215595856817134e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SPON2,8.169605190276976e-16,0.15908591866852886,0.172,0.132,1.8825221239955236e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GPATCH4,8.322291363599924e-16,0.12936986628284952,0.1,0.072,1.9177055989143305e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PHF5A,8.82208718305194e-16,-0.10423820807664841,0.214,0.169,2.0328735495906586e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UTP18,9.159305597135636e-16,0.12577204963400224,0.159,0.123,2.1105787887479646e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NAMPT,1.0823868772706184e-15,-0.9214757914172285,0.385,0.391,2.4941440812946858e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBALD2,1.0947200688332453e-15,-0.24073512093228377,0.25,0.198,2.522563454612447e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD47,1.7257113280012968e-15,-0.13917897496331605,0.497,0.412,3.976556613113388e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MSR1,1.8613693395030695e-15,-0.8153129653101466,0.161,0.19,4.289153369016923e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FCGR2A,1.8694597706003617e-15,0.16118663154285828,0.209,0.169,4.307796149394413e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
WDR70,2.0748237815859798e-15,0.20698107450997405,0.104,0.076,4.781016439908573e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LMO2,2.1658083754820783e-15,0.1853733782373792,0.133,0.101,4.990672239623353e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MIDN,2.282899418813328e-15,-0.18514390928998392,0.403,0.331,5.260485130771552e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ARPC5,2.3474593199958583e-15,-0.2851040446097719,0.667,0.63,5.409250511066456e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TCEA1,2.57716918224448e-15,-0.1289238756220377,0.379,0.314,5.938570946645955e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SLC20A1,2.7099272810757325e-15,-0.8678859394474733,0.143,0.173,6.24448543378281e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DPYSL2,2.9905743249316985e-15,-0.1195354622502397,0.291,0.235,6.891180416940113e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MRPL10,3.542851085972915e-15,-0.10669237737311765,0.15,0.113,8.163791757407387e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
INPP4A,3.5466453290367754e-15,-0.5920272547515941,0.127,0.16,8.172534831699442e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UPF3A,3.672559027818872e-15,-0.1345427876782348,0.2,0.157,8.462677767803027e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATP6AP1,3.7437401924282025e-15,-0.11175657380584281,0.296,0.242,8.626700525412307e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HIST1H1C,3.854090535751952e-15,0.1066894627113868,0.118,0.088,8.880980821533223e-11,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LAMTOR3,4.5669661426313616e-15,-0.1090128350774342,0.177,0.138,1.0523660082465446e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LINC00657,4.95374893376209e-15,-0.16945052061036614,0.246,0.197,1.1414923668067984e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ZFYVE16,5.26389097167198e-15,-0.9211469618529535,0.129,0.157,1.2129583966023744e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
THEMIS2,5.965688207272914e-15,-0.6007912984661351,0.207,0.24,1.3746735336018976e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBR4,7.403895281695571e-15,-0.12876574109832362,0.113,0.083,1.7060795897611103e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IFITM1,8.54976623083466e-15,-0.22358108844955749,0.296,0.336,1.970122632571231e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
XBP1,9.128982076808808e-15,0.1348765369440046,0.546,0.463,2.1035913399590537e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
C1orf54,1.0510306110913336e-14,-0.7501849747225372,0.145,0.174,2.42188983713776e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ZFAND2B,1.1239165261274542e-14,-0.12408780215850879,0.174,0.135,2.589840851155493e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CHIC2,1.552248435161009e-14,-0.20247855963277073,0.226,0.18,3.576846069141513e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SIRT7,1.5685825397547865e-14,-0.11456233697799267,0.159,0.123,3.6144847463569545e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RPL17,1.8227129337535716e-14,-0.28915974446513193,0.858,0.803,4.200077413248355e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EGLN2,2.118128983916113e-14,-0.10124706840566922,0.242,0.195,4.880804617637899e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RP11-83A24.2,2.4508505583770022e-14,-0.15699345844333812,0.117,0.086,5.647494941668126e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CNOT4,2.4703990443217968e-14,-0.12054588709061709,0.192,0.151,5.692540517830716e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MPEG1,3.164217291738354e-14,-0.6776141713766,0.254,0.277,7.29130590535269e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBE2H,3.5236870299134034e-14,-0.14200953783560188,0.13,0.099,8.119632023029455e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ITGB2,3.987153797337245e-14,-0.2374975913262729,0.593,0.614,9.1875984952042125e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PTGDR,4.040736671724768e-14,-0.47185592416919575,0.113,0.144,9.311069512655383e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PABPN1,4.108120102284153e-14,-0.201896028759043,0.259,0.209,9.466341151693374e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SLC1A5,4.198246635701317e-14,0.10822152025154463,0.143,0.112,9.674019722646545e-10,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DGUOK,4.3823240690592565e-14,-0.12750507846651127,0.359,0.297,1.0098189352333245e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ITGAE,4.38720943224656e-14,-0.18380119353838942,0.182,0.143,1.010944669472575e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
S100A8,4.567027771484194e-14,-1.055047429709965,0.301,0.324,1.0523802093831027e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ZFAND5,4.871875800106311e-14,-0.11908872436628753,0.441,0.367,1.1226263406184973e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SAR1B,5.2553941115321725e-14,-0.1286129797920128,0.182,0.143,1.2110004651203585e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SLC44A1,5.98602667011711e-14,-0.15970159548553475,0.127,0.096,1.3793601255950856e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SRFBP1,6.408923643211813e-14,0.17983644822075862,0.116,0.088,1.476808275105298e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
POLR2A,6.837994708193495e-14,-0.13898707741113214,0.178,0.141,1.5756791206090271e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HBEGF,7.645367074354473e-14,0.12373825525575799,0.199,0.16,1.7617219349435013e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBE2S,8.985351753265067e-14,-0.16629368070295736,0.162,0.126,2.0704946045048692e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CD1D,1.085142030910109e-13,0.2623640678401764,0.125,0.096,2.500492781826164e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
YAF2,1.1950187247927264e-13,-0.19274979385506885,0.183,0.144,2.7536816475398797e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
YWHAH,1.4705566882685432e-13,0.1716485644846153,0.478,0.413,3.388603776777204e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CAMLG,1.5141898433397688e-13,-0.1018756473901837,0.348,0.288,3.489147656007829e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MKNK2,1.727822081302226e-13,-0.1750334380270393,0.209,0.168,3.98142042194472e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MAP2K7,1.820184494579566e-13,-0.1201696523162592,0.134,0.102,4.194251130859694e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TOB2,2.291993773847937e-13,-0.22061678004638213,0.289,0.236,5.2814412530778e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CXorf21,2.3104550794091226e-13,0.2742812289408114,0.139,0.109,5.323981639482441e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TIMP2,2.351279591131972e-13,-0.19654939769976643,0.213,0.171,5.418053561845403e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FRMD4B,2.369111979497019e-13,-0.14185156521956743,0.233,0.187,5.4591447343549814e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RAC2,2.517780151619417e-13,-0.2897668338482866,0.559,0.561,5.801720803376623e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EPN1,2.764069161341043e-13,-0.13875514017047563,0.233,0.19,6.369244568478165e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EIF4E,2.9875750672831305e-13,-0.14871738684641644,0.275,0.226,6.884269227540517e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DNAJC7,3.401753395039708e-13,-0.10591058155596128,0.339,0.281,7.83866034819e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CAST,3.5827171569548426e-13,-0.10649926395995726,0.443,0.37,8.255655144771044e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FLOT2,3.688275082005791e-13,-0.10182523424917567,0.131,0.101,8.498892271465944e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
IFIT1,3.786503836522279e-13,0.2518972587666837,0.1,0.074,8.725240790498288e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
C1D,4.2458778172160543e-13,-0.12633318425738504,0.282,0.232,9.783776254210954e-9,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MS4A7,4.398588818065799e-13,-0.834661141869927,0.302,0.32,1.013566821346902e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CTBP2,4.630461396866783e-13,-0.10032702123101167,0.168,0.132,1.0669972196800128e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBE2D3,4.772699216374521e-13,-0.2731869349068905,0.7,0.653,1.099773080429181e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RPRD2,5.057773406216059e-13,-0.1243873390624155,0.102,0.075,1.1654627259943666e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
HCLS1,5.245811422872478e-13,-0.3338640393071972,0.465,0.478,1.2087923261725052e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
VPS41,5.401623351343097e-13,0.10239316270904375,0.114,0.087,1.24469606884999e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SKIV2L2,5.578822095030693e-13,0.12247538993689311,0.113,0.086,1.2855279753579226e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
OTUD6B-AS1,5.623706775776678e-13,-0.10445953078840864,0.283,0.233,1.29587075234222e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
H3F3B,5.66271860672717e-13,-0.11389166992136479,0.987,0.96,1.3048602485481417e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LTA4H,6.354474546329858e-13,-0.13041811936123487,0.273,0.225,1.4642615697107893e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CXCR4,6.478656378359515e-13,0.3660001522177785,0.67,0.647,1.492876789265383e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NDUFA5,7.413891103569249e-13,-0.14166361140182337,0.331,0.276,1.708382926995462e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
EXOSC9,7.618352241632437e-13,0.14805620957673327,0.112,0.085,1.7554969070393623e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
BRD4,7.772259251210238e-13,-0.16043649235970614,0.212,0.172,1.7909616992563752e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
C19orf38,8.054653831471022e-13,0.10685502460752128,0.129,0.101,1.8560338823858676e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
VASP,8.579577878105843e-13,-0.44766492977748634,0.429,0.437,1.9769921304519292e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MAP3K11,8.758624915285119e-13,-0.13349239604869867,0.212,0.172,2.01824993922915e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DDX3X,8.872964939675414e-13,-0.5235416197434968,0.454,0.45,2.0445973110494056e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
SRSF10,9.413117126785682e-13,-0.13244555879467573,0.31,0.257,2.1690645795252246e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBE2A,9.682108871482098e-13,-0.14501720311489152,0.278,0.229,2.2310483472556198e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DNMT3A,1.1762447370110807e-12,-0.7691674276229178,0.193,0.147,2.710420747494633e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GLTP,1.36115946176047e-12,-0.6727075654270197,0.166,0.194,3.136519747734651e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
DDX39A,1.3661173902129767e-12,-0.1375828139078097,0.207,0.167,3.147944302267762e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
AHCYL1,1.4631567700136072e-12,-0.1322636001098807,0.161,0.127,3.371552145142355e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
YWHAZ,1.5024823849287495e-12,-0.39791529736233255,0.613,0.585,3.4621701595913173e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ATG4B,1.638258367797527e-12,-0.11358190753568032,0.135,0.104,3.7750387569158414e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PDLIM5,1.7187475200679492e-12,-0.10893532170999376,0.151,0.118,3.9605099104925754e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
MBNL1,1.7734474678304529e-12,-0.4852132608261103,0.437,0.443,4.0865550001217126e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
C16orf54,1.7953063009430901e-12,-0.7148835321774334,0.083,0.107,4.136924309263163e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RP11-1143G9.4,1.913011945657811e-12,-1.5398770671441249,0.297,0.309,4.408153426379294e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TRABD,2.108636995218951e-12,-0.11086183568618213,0.249,0.204,4.858932228083029e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
NONO,2.138719995147159e-12,-0.13754899385877523,0.325,0.271,4.928252484817599e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LYN,2.4256235984598284e-12,-0.6147151748906599,0.271,0.292,5.5893644579309824e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LAPTM5,2.58153014372066e-12,-0.14560517534629724,0.675,0.698,5.948619910175516e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PRMT2,2.6453348451390275e-12,-0.16030862121831085,0.37,0.309,6.09564508365386e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
UBE2N,2.752431362908427e-12,-0.1292219844959545,0.391,0.328,6.342427589549888e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TRA2B,2.981497370289582e-12,-0.15701566564225766,0.478,0.403,6.870264390358283e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
ANKRD10,3.2006111972503195e-12,-0.25168502957957717,0.198,0.158,7.375168381823911e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FNDC3B,3.2386246877737625e-12,-0.3336935877205782,0.143,0.111,7.462762868037081e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TMED4,3.519669266966392e-12,-0.23295064918081632,0.246,0.201,8.110373891870657e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
TM2D1,3.966581076696181e-12,-0.14124630976003738,0.231,0.189,9.14019277503101e-8,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
FGFBP2,4.504576643661259e-12,-0.36782353204661905,0.077,0.101,1.0379895959988639e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CCNDBP1,5.050155719136343e-12,-0.10631900742091824,0.33,0.278,1.1637073823605874e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PPHLN1,5.155496673611557e-12,-0.11180427598797549,0.266,0.221,1.187981098500311e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GZMB,5.7754616726797025e-12,-0.23289162251638984,0.162,0.192,1.3308396332355838e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
CTSD,5.806823747672182e-12,-0.10864236606925792,0.651,0.549,1.338066396176101e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
RUNX1,5.875454236125504e-12,-0.20055646696213092,0.178,0.142,1.3538809196304e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
LCK,6.198518516705659e-12,-0.3501446762345345,0.278,0.308,1.428324621804485e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLA2G7,6.5937265626467014e-12,-0.6211985379971059,0.08,0.104,1.5193924118306793e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
GFOD1,7.104367382113541e-12,-0.7717274011499367,0.077,0.1,1.6370593758604233e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
STAT4,7.937082905813555e-12,-0.7764115726459078,0.096,0.121,1.8289420139866173e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
KIAA2026,8.068281861745911e-12,-0.14941847550852128,0.148,0.116,1.8591741894021104e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
PLK3,8.275002696481298e-12,-0.1304795074996581,0.164,0.131,1.9068088713501856e-7,macrophage_monocyte,cirrhotic_vs_healthy_cell_level
